Ref,Val,Package,PosX,PosY,Rot,Side
"C35","100n","C0402",-88.500000,89.602000,180.000000,bottom
"C35","100n","C0402",-173.500000,89.602000,180.000000,bottom
"C35","100n","C0402",-3.500000,89.602000,180.000000,bottom
"C36","100n","C0402",-13.000000,88.202000,90.000000,bottom
"C36","100n","C0402",-98.000000,88.202000,90.000000,bottom
"C36","100n","C0402",-183.000000,88.202000,90.000000,bottom
"C37","100n","C0402",-91.000000,88.202001,90.000000,bottom
"C37","100n","C0402",-176.000000,88.202001,90.000000,bottom
"C37","100n","C0402",-6.000000,88.202001,90.000000,bottom
"C46","10u","C0603",-195.050000,33.632500,-90.000000,bottom
"C46","10u","C0603",-25.050000,33.632500,-90.000000,bottom
"C46","10u","C0603",-110.050000,33.632500,-90.000000,bottom
"C49","300p","C0603",-61.650000,55.377000,0.000000,bottom
"C49","300p","C0603",-146.650000,55.377000,0.000000,bottom
"C49","300p","C0603",-231.650000,55.377000,0.000000,bottom
"C50","100n","C_0201_0603Metric",-39.100000,90.402000,180.000000,bottom
"C50","100n","C_0201_0603Metric",-209.100000,90.402000,180.000000,bottom
"C50","100n","C_0201_0603Metric",-124.100000,90.402000,180.000000,bottom
"C51","10n","C_0201_0603Metric",-124.100000,89.602000,180.000000,bottom
"C51","10n","C_0201_0603Metric",-209.100000,89.602000,180.000000,bottom
"C51","10n","C_0201_0603Metric",-39.100000,89.602000,180.000000,bottom
"C52","100n","C_0201_0603Metric",-122.900000,90.802000,90.000000,bottom
"C52","100n","C_0201_0603Metric",-37.900000,90.802000,90.000000,bottom
"C52","100n","C_0201_0603Metric",-207.900000,90.802000,90.000000,bottom
"C53","100n","C_0201_0603Metric",-205.900000,89.602000,0.000000,bottom
"C53","100n","C_0201_0603Metric",-120.900000,89.602000,0.000000,bottom
"C53","100n","C_0201_0603Metric",-35.900000,89.602000,0.000000,bottom
