Ref,Val,Package,PosX,PosY,Rot,Side
"R23","1k","R0603",-242.000000,44.202000,0.000000,top
"R23","1k","R0603",-72.000000,44.202000,0.000000,top
"R24","2k2","R0603",-242.000000,45.701999,0.000000,top
"R24","2k2","R0603",-72.000000,45.701999,0.000000,top
"R24","2k2","R0603",-157.000000,45.701999,0.000000,top
"R25","2k2","R0603",-242.000000,47.202001,0.000000,top
"R25","2k2","R0603",-72.000000,47.202001,0.000000,top
"R25","2k2","R0603",-157.000000,47.202001,0.000000,top
"R26","2k2","R0603",-157.000000,48.702000,0.000000,top
"R26","2k2","R0603",-242.000000,48.702000,0.000000,top
"R26","2k2","R0603",-72.000000,48.702000,0.000000,top
"R27","1k","R0603",-157.000000,50.202000,0.000000,top
"R27","1k","R0603",-242.000000,50.202000,0.000000,top
"R27","1k","R0603",-72.000000,50.202000,0.000000,top
