Ref,Val,Package,PosX,PosY,Rot,Side
"KiKit_FID_B_1","Fiducial","Fiducial",4.275591,-0.885827,0.000000,bottom
"KiKit_FID_B_2","Fiducial","Fiducial",7.417323,-0.885827,0.000000,bottom
"KiKit_FID_B_3","Fiducial","Fiducial",4.275591,-6.043445,0.000000,bottom
